cell_id,cycle,efc,temperature,c_rate,dod,protocol,capacity_true,capacity_obs,soh,resistance_true,resistance_obs,seed
stress_highT_2,387,309.6,45,1.0,80,CC-CV,1.758226,1.742878,0.877259,0.068973,0.068709,42
stress_highT_2,388,310.4,45,1.0,80,CC-CV,1.757909,1.763392,0.877101,0.068995,0.06688,42
stress_highT_2,389,311.2,45,1.0,80,CC-CV,1.757591,1.777273,0.876943,0.069017,0.067864,42
stress_highT_2,390,312.0,45,1.0,80,CC-CV,1.757275,1.744653,0.876784,0.069038,0.068757,42
stress_highT_2,391,312.8,45,1.0,80,CC-CV,1.756958,1.769686,0.876627,0.06906,0.070614,42
stress_highT_2,392,313.6,45,1.0,80,CC-CV,1.756642,1.744473,0.876469,0.069082,0.069461,42
stress_highT_2,393,314.4,45,1.0,80,CC-CV,1.756327,1.766174,0.876312,0.069104,0.06946,42
stress_highT_2,394,315.2,45,1.0,80,CC-CV,1.756011,1.747151,0.876154,0.069125,0.069013,42
stress_highT_2,395,316.0,45,1.0,80,CC-CV,1.755697,1.754866,0.875997,0.069147,0.06857,42
stress_highT_2,396,316.8,45,1.0,80,CC-CV,1.755382,1.766844,0.87584,0.069169,0.068718,42
stress_highT_2,397,317.6,45,1.0,80,CC-CV,1.755068,1.755495,0.875684,0.06919,0.068469,42
stress_highT_2,398,318.4,45,1.0,80,CC-CV,1.754755,1.733159,0.875527,0.069212,0.069281,42
stress_highT_2,399,319.2,45,1.0,80,CC-CV,1.754441,1.744168,0.875371,0.069234,0.069431,42
stress_highT_2,400,320.0,45,1.0,80,CC-CV,1.754129,1.744934,0.875215,0.069255,0.069716,42
stress_highT_2,401,320.8,45,1.0,80,CC-CV,1.753816,1.75346,0.875059,0.069277,0.068023,42
stress_highT_2,402,321.6,45,1.0,80,CC-CV,1.753504,1.777242,0.874903,0.069298,0.068941,42
stress_highT_2,403,322.4,45,1.0,80,CC-CV,1.753193,1.74714,0.874748,0.06932,0.067691,42
stress_highT_2,404,323.2,45,1.0,80,CC-CV,1.752881,1.741598,0.874592,0.069341,0.069219,42
stress_highT_2,405,324.0,45,1.0,80,CC-CV,1.75257,1.773767,0.874437,0.069362,0.070917,42
stress_highT_2,406,324.8,45,1.0,80,CC-CV,1.75226,1.74603,0.874282,0.069384,0.069848,42
stress_highT_2,407,325.6,45,1.0,80,CC-CV,1.75195,1.757702,0.874128,0.069405,0.069949,42
stress_highT_2,408,326.4,45,1.0,80,CC-CV,1.75164,1.770645,0.873973,0.069427,0.068342,42
stress_highT_2,409,327.2,45,1.0,80,CC-CV,1.751331,1.742297,0.873819,0.069448,0.070407,42
stress_highT_2,410,328.0,45,1.0,80,CC-CV,1.751022,1.721788,0.873665,0.069469,0.069809,42
stress_highT_2,411,328.8,45,1.0,80,CC-CV,1.750713,1.768005,0.873511,0.06949,0.069134,42
stress_highT_2,412,329.6,45,1.0,80,CC-CV,1.750405,1.718023,0.873357,0.069512,0.070047,42
stress_highT_2,413,330.4,45,1.0,80,CC-CV,1.750097,1.742353,0.873203,0.069533,0.069582,42
stress_highT_2,414,331.2,45,1.0,80,CC-CV,1.74979,1.74051,0.87305,0.069554,0.069324,42
stress_highT_2,415,332.0,45,1.0,80,CC-CV,1.749482,1.759992,0.872897,0.069575,0.069181,42
stress_highT_2,416,332.8,45,1.0,80,CC-CV,1.749176,1.745632,0.872744,0.069596,0.070031,42
stress_highT_2,417,333.6,45,1.0,80,CC-CV,1.748869,1.743176,0.872591,0.069617,0.06862,42
stress_highT_2,418,334.4,45,1.0,80,CC-CV,1.748563,1.743933,0.872438,0.069638,0.068873,42
stress_highT_2,419,335.2,45,1.0,80,CC-CV,1.748258,1.758673,0.872286,0.06966,0.069075,42
stress_highT_2,420,336.0,45,1.0,80,CC-CV,1.747952,1.732253,0.872133,0.069681,0.069559,42
stress_highT_2,421,336.8,45,1.0,80,CC-CV,1.747648,1.735843,0.871981,0.069702,0.070124,42
stress_highT_2,422,337.6,45,1.0,80,CC-CV,1.747343,1.762217,0.871829,0.069723,0.069436,42
stress_highT_2,423,338.4,45,1.0,80,CC-CV,1.747039,1.761904,0.871677,0.069743,0.070212,42
stress_highT_2,424,339.2,45,1.0,80,CC-CV,1.746735,1.752809,0.871526,0.069764,0.072019,42
stress_highT_2,425,340.0,45,1.0,80,CC-CV,1.746432,1.749664,0.871374,0.069785,0.069731,42
stress_highT_2,426,340.8,45,1.0,80,CC-CV,1.746128,1.743913,0.871223,0.069806,0.06944,42
stress_highT_2,427,341.6,45,1.0,80,CC-CV,1.745826,1.752637,0.871072,0.069827,0.070398,42
stress_highT_2,428,342.4,45,1.0,80,CC-CV,1.745523,1.729782,0.870921,0.069848,0.069953,42
stress_highT_2,429,343.2,45,1.0,80,CC-CV,1.745221,1.748432,0.87077,0.069869,0.069327,42
stress_highT_2,430,344.0,45,1.0,80,CC-CV,1.74492,1.740016,0.87062,0.069889,0.068701,42
stress_highT_2,431,344.8,45,1.0,80,CC-CV,1.744618,1.760007,0.87047,0.06991,0.070098,42
stress_highT_2,432,345.6,45,1.0,80,CC-CV,1.744317,1.755071,0.870319,0.069931,0.071172,42
stress_highT_2,433,346.4,45,1.0,80,CC-CV,1.744017,1.745111,0.870169,0.069952,0.068883,42
stress_highT_2,434,347.2,45,1.0,80,CC-CV,1.743716,1.752975,0.87002,0.069972,0.070335,42
stress_highT_2,435,348.0,45,1.0,80,CC-CV,1.743416,1.724163,0.86987,0.069993,0.070254,42
stress_highT_2,436,348.8,45,1.0,80,CC-CV,1.743117,1.743754,0.86972,0.070014,0.067712,42
stress_highT_2,437,349.6,45,1.0,80,CC-CV,1.742817,1.753625,0.869571,0.070034,0.071466,42
stress_highT_2,438,350.4,45,1.0,80,CC-CV,1.742518,1.725912,0.869422,0.070055,0.069834,42
stress_highT_2,439,351.2,45,1.0,80,CC-CV,1.74222,1.733703,0.869273,0.070075,0.069526,42
stress_highT_2,440,352.0,45,1.0,80,CC-CV,1.741922,1.736974,0.869124,0.070096,0.070355,42
stress_highT_2,441,352.8,45,1.0,80,CC-CV,1.741624,1.728096,0.868976,0.070116,0.069044,42
stress_highT_2,442,353.6,45,1.0,80,CC-CV,1.741326,1.738527,0.868827,0.070137,0.069708,42
stress_highT_2,443,354.4,45,1.0,80,CC-CV,1.741029,1.725281,0.868679,0.070157,0.071555,42
stress_highT_2,444,355.2,45,1.0,80,CC-CV,1.740732,1.74056,0.868531,0.070178,0.071018,42
stress_highT_2,445,356.0,45,1.0,80,CC-CV,1.740435,1.74536,0.868383,0.070198,0.07042,42
stress_highT_2,446,356.8,45,1.0,80,CC-CV,1.740139,1.732892,0.868235,0.070219,0.069939,42
stress_highT_2,447,357.6,45,1.0,80,CC-CV,1.739843,1.724642,0.868087,0.070239,0.070054,42
stress_highT_2,448,358.4,45,1.0,80,CC-CV,1.739548,1.736448,0.86794,0.070259,0.068992,42
stress_highT_2,449,359.2,45,1.0,80,CC-CV,1.739253,1.737659,0.867792,0.07028,0.071609,42
stress_highT_2,450,360.0,45,1.0,80,CC-CV,1.738958,1.738748,0.867645,0.0703,0.070437,42
stress_highT_2,451,360.8,45,1.0,80,CC-CV,1.738663,1.744069,0.867498,0.07032,0.070387,42
stress_highT_2,452,361.6,45,1.0,80,CC-CV,1.738369,1.711166,0.867352,0.070341,0.070627,42
stress_highT_2,453,362.4,45,1.0,80,CC-CV,1.738075,1.730565,0.867205,0.070361,0.07086,42
stress_highT_2,454,363.2,45,1.0,80,CC-CV,1.737781,1.748595,0.867058,0.070381,0.070665,42
stress_highT_2,455,364.0,45,1.0,80,CC-CV,1.737488,1.746901,0.866912,0.070401,0.069332,42
stress_highT_2,456,364.8,45,1.0,80,CC-CV,1.737195,1.710715,0.866766,0.070421,0.071075,42
stress_highT_2,457,365.6,45,1.0,80,CC-CV,1.736902,1.715165,0.86662,0.070442,0.070515,42
stress_highT_2,458,366.4,45,1.0,80,CC-CV,1.73661,1.724378,0.866474,0.070462,0.069363,42
stress_highT_2,459,367.2,45,1.0,80,CC-CV,1.736318,1.736874,0.866328,0.070482,0.070384,42
stress_highT_2,460,368.0,45,1.0,80,CC-CV,1.736026,1.744688,0.866183,0.070502,0.070209,42
stress_highT_2,461,368.8,45,1.0,80,CC-CV,1.735735,1.74613,0.866037,0.070522,0.071111,42
stress_highT_2,462,369.6,45,1.0,80,CC-CV,1.735444,1.73343,0.865892,0.070542,0.070641,42
stress_highT_2,463,370.4,45,1.0,80,CC-CV,1.735153,1.740304,0.865747,0.070562,0.071139,42
stress_highT_2,464,371.2,45,1.0,80,CC-CV,1.734863,1.736114,0.865602,0.070582,0.07082,42
stress_highT_2,465,372.0,45,1.0,80,CC-CV,1.734573,1.72971,0.865457,0.070602,0.069517,42
stress_highT_2,466,372.8,45,1.0,80,CC-CV,1.734283,1.75171,0.865313,0.070622,0.070551,42
stress_highT_2,467,373.6,45,1.0,80,CC-CV,1.733993,1.705623,0.865168,0.070642,0.06971,42
stress_highT_2,468,374.4,45,1.0,80,CC-CV,1.733704,1.709533,0.865024,0.070662,0.070716,42
stress_highT_2,469,375.2,45,1.0,80,CC-CV,1.733415,1.730078,0.86488,0.070682,0.070962,42
stress_highT_2,470,376.0,45,1.0,80,CC-CV,1.733127,1.744266,0.864736,0.070702,0.070649,42
stress_highT_2,471,376.8,45,1.0,80,CC-CV,1.732839,1.718942,0.864592,0.070721,0.070778,42
stress_highT_2,472,377.6,45,1.0,80,CC-CV,1.732551,1.742079,0.864449,0.070741,0.068419,42
stress_highT_2,473,378.4,45,1.0,80,CC-CV,1.732263,1.734513,0.864305,0.070761,0.072025,42
stress_highT_2,474,379.2,45,1.0,80,CC-CV,1.731976,1.734038,0.864162,0.070781,0.06942,42
stress_highT_2,475,380.0,45,1.0,80,CC-CV,1.731689,1.735039,0.864018,0.070801,0.071851,42
stress_highT_2,476,380.8,45,1.0,80,CC-CV,1.731402,1.719697,0.863875,0.07082,0.069716,42
stress_highT_2,477,381.6,45,1.0,80,CC-CV,1.731116,1.729151,0.863733,0.07084,0.069491,42
stress_highT_2,478,382.4,45,1.0,80,CC-CV,1.730829,1.735717,0.86359,0.07086,0.071022,42
stress_highT_2,479,383.2,45,1.0,80,CC-CV,1.730544,1.729496,0.863447,0.07088,0.072231,42
stress_highT_2,480,384.0,45,1.0,80,CC-CV,1.730258,1.748666,0.863305,0.070899,0.070591,42
stress_highT_2,481,384.8,45,1.0,80,CC-CV,1.729973,1.71347,0.863162,0.070919,0.072116,42
stress_highT_2,482,385.6,45,1.0,80,CC-CV,1.729688,1.743287,0.86302,0.070938,0.070087,42
stress_highT_2,483,386.4,45,1.0,80,CC-CV,1.729403,1.723152,0.862878,0.070958,0.073828,42
stress_highT_2,484,387.2,45,1.0,80,CC-CV,1.729119,1.728105,0.862736,0.070978,0.071503,42
stress_highT_2,485,388.0,45,1.0,80,CC-CV,1.728835,1.744083,0.862595,0.070997,0.069736,42
stress_highT_2,486,388.8,45,1.0,80,CC-CV,1.728551,1.732646,0.862453,0.071017,0.070611,42
stress_highT_2,487,389.6,45,1.0,80,CC-CV,1.728268,1.738448,0.862312,0.071036,0.06985,42
stress_highT_2,488,390.4,45,1.0,80,CC-CV,1.727984,1.74321,0.86217,0.071056,0.069917,42
stress_highT_2,489,391.2,45,1.0,80,CC-CV,1.727701,1.728018,0.862029,0.071075,0.071146,42
stress_highT_2,490,392.0,45,1.0,80,CC-CV,1.727419,1.732868,0.861888,0.071095,0.071412,42
stress_highT_2,491,392.8,45,1.0,80,CC-CV,1.727137,1.721578,0.861747,0.071114,0.07165,42
stress_highT_2,492,393.6,45,1.0,80,CC-CV,1.726855,1.754462,0.861607,0.071134,0.070542,42
stress_highT_2,493,394.4,45,1.0,80,CC-CV,1.726573,1.713187,0.861466,0.071153,0.071349,42
stress_highT_2,494,395.2,45,1.0,80,CC-CV,1.726291,1.71129,0.861326,0.071172,0.071212,42
stress_highT_2,495,396.0,45,1.0,80,CC-CV,1.72601,1.727545,0.861185,0.071192,0.070821,42
stress_highT_2,496,396.8,45,1.0,80,CC-CV,1.725729,1.724224,0.861045,0.071211,0.072125,42
stress_highT_2,497,397.6,45,1.0,80,CC-CV,1.725449,1.75088,0.860905,0.07123,0.072154,42
stress_highT_2,498,398.4,45,1.0,80,CC-CV,1.725168,1.725917,0.860765,0.07125,0.071117,42
stress_highT_2,499,399.2,45,1.0,80,CC-CV,1.724888,1.737788,0.860626,0.071269,0.071988,42
stress_highT_2,500,400.0,45,1.0,80,CC-CV,1.724609,1.717849,0.860486,0.071288,0.071931,42
stress_highT_2,501,400.8,45,1.0,80,CC-CV,1.724329,1.72338,0.860346,0.071308,0.069695,42
stress_highT_2,502,401.6,45,1.0,80,CC-CV,1.72405,1.718851,0.860207,0.071327,0.072587,42
stress_highT_2,503,402.4,45,1.0,80,CC-CV,1.723771,1.721033,0.860068,0.071346,0.071756,42
stress_highT_2,504,403.2,45,1.0,80,CC-CV,1.723492,1.723648,0.859929,0.071365,0.072472,42
stress_highT_2,505,404.0,45,1.0,80,CC-CV,1.723214,1.726799,0.85979,0.071384,0.07183,42
stress_highT_2,506,404.8,45,1.0,80,CC-CV,1.722936,1.714524,0.859651,0.071404,0.071406,42
stress_highT_2,507,405.6,45,1.0,80,CC-CV,1.722658,1.718635,0.859513,0.071423,0.070198,42
stress_highT_2,508,406.4,45,1.0,80,CC-CV,1.722381,1.721679,0.859374,0.071442,0.070254,42
stress_highT_2,509,407.2,45,1.0,80,CC-CV,1.722103,1.722244,0.859236,0.071461,0.071183,42
stress_highT_2,510,408.0,45,1.0,80,CC-CV,1.721826,1.711975,0.859098,0.07148,0.071337,42
stress_highT_2,511,408.8,45,1.0,80,CC-CV,1.72155,1.726766,0.85896,0.071499,0.071447,42
stress_highT_2,512,409.6,45,1.0,80,CC-CV,1.721273,1.701848,0.858822,0.071518,0.071967,42
stress_highT_2,513,410.4,45,1.0,80,CC-CV,1.720997,1.715243,0.858684,0.071537,0.070613,42
stress_highT_2,514,411.2,45,1.0,80,CC-CV,1.720721,1.733275,0.858546,0.071556,0.072207,42
stress_highT_2,515,412.0,45,1.0,80,CC-CV,1.720445,1.722304,0.858409,0.071575,0.073538,42
stress_highT_2,516,412.8,45,1.0,80,CC-CV,1.72017,1.714556,0.858271,0.071594,0.071817,42
stress_highT_2,517,413.6,45,1.0,80,CC-CV,1.719895,1.728496,0.858134,0.071613,0.072826,42
stress_highT_2,518,414.4,45,1.0,80,CC-CV,1.71962,1.715615,0.857997,0.071632,0.074781,42
stress_highT_2,519,415.2,45,1.0,80,CC-CV,1.719345,1.724321,0.85786,0.071651,0.072153,42
stress_highT_2,520,416.0,45,1.0,80,CC-CV,1.719071,1.72437,0.857723,0.07167,0.071931,42
stress_highT_2,521,416.8,45,1.0,80,CC-CV,1.718797,1.723279,0.857586,0.071689,0.071793,42
stress_highT_2,522,417.6,45,1.0,80,CC-CV,1.718523,1.718946,0.85745,0.071707,0.074101,42
stress_highT_2,523,418.4,45,1.0,80,CC-CV,1.71825,1.7178,0.857313,0.071726,0.07157,42
stress_highT_2,524,419.2,45,1.0,80,CC-CV,1.717976,1.70043,0.857177,0.071745,0.070017,42
stress_highT_2,525,420.0,45,1.0,80,CC-CV,1.717703,1.720047,0.857041,0.071764,0.072056,42
stress_highT_2,526,420.8,45,1.0,80,CC-CV,1.717431,1.721365,0.856905,0.071783,0.071591,42
stress_highT_2,527,421.6,45,1.0,80,CC-CV,1.717158,1.713357,0.856769,0.071801,0.073825,42
stress_highT_2,528,422.4,45,1.0,80,CC-CV,1.716886,1.730483,0.856633,0.07182,0.070343,42
stress_highT_2,529,423.2,45,1.0,80,CC-CV,1.716614,1.716936,0.856497,0.071839,0.072229,42
stress_highT_2,530,424.0,45,1.0,80,CC-CV,1.716342,1.722466,0.856361,0.071858,0.071796,42
stress_highT_2,531,424.8,45,1.0,80,CC-CV,1.716071,1.712215,0.856226,0.071876,0.071621,42
stress_highT_2,532,425.6,45,1.0,80,CC-CV,1.7158,1.717745,0.856091,0.071895,0.071622,42
stress_highT_2,533,426.4,45,1.0,80,CC-CV,1.715529,1.711708,0.855956,0.071914,0.071037,42
stress_highT_2,534,427.2,45,1.0,80,CC-CV,1.715258,1.709374,0.85582,0.071932,0.072418,42
stress_highT_2,535,428.0,45,1.0,80,CC-CV,1.714987,1.707194,0.855686,0.071951,0.071478,42
stress_highT_2,536,428.8,45,1.0,80,CC-CV,1.714717,1.704142,0.855551,0.07197,0.072689,42
stress_highT_2,537,429.6,45,1.0,80,CC-CV,1.714447,1.708788,0.855416,0.071988,0.071094,42
stress_highT_2,538,430.4,45,1.0,80,CC-CV,1.714178,1.718748,0.855281,0.072007,0.074077,42
stress_highT_2,539,431.2,45,1.0,80,CC-CV,1.713908,1.70834,0.855147,0.072025,0.072396,42
stress_highT_2,540,432.0,45,1.0,80,CC-CV,1.713639,1.71358,0.855013,0.072044,0.071577,42
stress_highT_2,541,432.8,45,1.0,80,CC-CV,1.71337,1.709133,0.854879,0.072062,0.07201,42
stress_highT_2,542,433.6,45,1.0,80,CC-CV,1.713101,1.718488,0.854744,0.072081,0.071,42
stress_highT_2,543,434.4,45,1.0,80,CC-CV,1.712833,1.730655,0.854611,0.072099,0.071074,42
stress_highT_2,544,435.2,45,1.0,80,CC-CV,1.712565,1.691226,0.854477,0.072118,0.069234,42
stress_highT_2,545,436.0,45,1.0,80,CC-CV,1.712297,1.703869,0.854343,0.072136,0.072047,42
stress_highT_2,546,436.8,45,1.0,80,CC-CV,1.712029,1.706047,0.854209,0.072155,0.070787,42
stress_highT_2,547,437.6,45,1.0,80,CC-CV,1.711762,1.711547,0.854076,0.072173,0.072534,42
stress_highT_2,548,438.4,45,1.0,80,CC-CV,1.711494,1.686118,0.853943,0.072192,0.072207,42
stress_highT_2,549,439.2,45,1.0,80,CC-CV,1.711227,1.706337,0.853809,0.07221,0.070493,42
stress_highT_2,550,440.0,45,1.0,80,CC-CV,1.710961,1.734171,0.853676,0.072228,0.07054,42
stress_highT_2,551,440.8,45,1.0,80,CC-CV,1.710694,1.703024,0.853543,0.072247,0.073001,42
stress_highT_2,552,441.6,45,1.0,80,CC-CV,1.710428,1.701222,0.853411,0.072265,0.072348,42
stress_highT_2,553,442.4,45,1.0,80,CC-CV,1.710162,1.702645,0.853278,0.072283,0.072515,42
stress_highT_2,554,443.2,45,1.0,80,CC-CV,1.709896,1.695616,0.853145,0.072302,0.070033,42
stress_highT_2,555,444.0,45,1.0,80,CC-CV,1.709631,1.717118,0.853013,0.07232,0.072066,42
stress_highT_2,556,444.8,45,1.0,80,CC-CV,1.709365,1.701294,0.85288,0.072338,0.07311,42
stress_highT_2,557,445.6,45,1.0,80,CC-CV,1.7091,1.722924,0.852748,0.072356,0.073671,42
stress_highT_2,558,446.4,45,1.0,80,CC-CV,1.708836,1.69664,0.852616,0.072375,0.071163,42
stress_highT_2,559,447.2,45,1.0,80,CC-CV,1.708571,1.708542,0.852484,0.072393,0.07054,42
stress_highT_2,560,448.0,45,1.0,80,CC-CV,1.708307,1.682546,0.852352,0.072411,0.071177,42
stress_highT_2,561,448.8,45,1.0,80,CC-CV,1.708043,1.706719,0.85222,0.072429,0.073558,42
stress_highT_2,562,449.6,45,1.0,80,CC-CV,1.707779,1.718661,0.852089,0.072447,0.073074,42
stress_highT_2,563,450.4,45,1.0,80,CC-CV,1.707515,1.695462,0.851957,0.072466,0.073106,42
stress_highT_2,564,451.2,45,1.0,80,CC-CV,1.707252,1.697568,0.851826,0.072484,0.071436,42
stress_highT_2,565,452.0,45,1.0,80,CC-CV,1.706989,1.697103,0.851694,0.072502,0.073705,42
stress_highT_2,566,452.8,45,1.0,80,CC-CV,1.706726,1.702754,0.851563,0.07252,0.074369,42
stress_highT_2,567,453.6,45,1.0,80,CC-CV,1.706463,1.682571,0.851432,0.072538,0.072788,42
stress_highT_2,568,454.4,45,1.0,80,CC-CV,1.706201,1.704187,0.851301,0.072556,0.070792,42
stress_highT_2,569,455.2,45,1.0,80,CC-CV,1.705938,1.741637,0.85117,0.072574,0.072412,42
stress_highT_2,570,456.0,45,1.0,80,CC-CV,1.705676,1.703725,0.85104,0.072592,0.075963,42
stress_highT_2,571,456.8,45,1.0,80,CC-CV,1.705415,1.702271,0.850909,0.07261,0.076831,42
stress_highT_2,572,457.6,45,1.0,80,CC-CV,1.705153,1.709059,0.850779,0.072628,0.072747,42
stress_highT_2,573,458.4,45,1.0,80,CC-CV,1.704892,1.732247,0.850648,0.072646,0.072099,42
stress_highT_2,574,459.2,45,1.0,80,CC-CV,1.704631,1.695141,0.850518,0.072664,0.073872,42
stress_highT_2,575,460.0,45,1.0,80,CC-CV,1.70437,1.694791,0.850388,0.072682,0.07334,42
stress_highT_2,576,460.8,45,1.0,80,CC-CV,1.704109,1.730526,0.850258,0.0727,0.072152,42
stress_highT_2,577,461.6,45,1.0,80,CC-CV,1.703849,1.67359,0.850128,0.072718,0.072565,42
stress_highT_2,578,462.4,45,1.0,80,CC-CV,1.703588,1.697964,0.849998,0.072736,0.071512,42
stress_highT_2,579,463.2,45,1.0,80,CC-CV,1.703329,1.689691,0.849868,0.072754,0.074376,42
stress_highT_2,580,464.0,45,1.0,80,CC-CV,1.703069,1.687252,0.849739,0.072772,0.074068,42
stress_highT_2,581,464.8,45,1.0,80,CC-CV,1.702809,1.71417,0.849609,0.07279,0.074406,42
stress_highT_2,582,465.6,45,1.0,80,CC-CV,1.70255,1.674179,0.84948,0.072808,0.071692,42
stress_highT_2,583,466.4,45,1.0,80,CC-CV,1.702291,1.697668,0.849351,0.072825,0.072571,42
stress_highT_2,584,467.2,45,1.0,80,CC-CV,1.702032,1.718421,0.849221,0.072843,0.071225,42
stress_highT_2,585,468.0,45,1.0,80,CC-CV,1.701773,1.700266,0.849092,0.072861,0.072259,42
stress_highT_2,586,468.8,45,1.0,80,CC-CV,1.701515,1.715411,0.848964,0.072879,0.072681,42
stress_highT_2,587,469.6,45,1.0,80,CC-CV,1.701257,1.697588,0.848835,0.072897,0.072923,42
stress_highT_2,588,470.4,45,1.0,80,CC-CV,1.700999,1.691098,0.848706,0.072914,0.07107,42
stress_highT_2,589,471.2,45,1.0,80,CC-CV,1.700741,1.692516,0.848577,0.072932,0.073183,42
stress_highT_2,590,472.0,45,1.0,80,CC-CV,1.700484,1.709451,0.848449,0.07295,0.07339,42
stress_highT_2,591,472.8,45,1.0,80,CC-CV,1.700226,1.700004,0.848321,0.072968,0.074196,42
stress_highT_2,592,473.6,45,1.0,80,CC-CV,1.699969,1.696017,0.848192,0.072985,0.072171,42
stress_highT_2,593,474.4,45,1.0,80,CC-CV,1.699712,1.695112,0.848064,0.073003,0.070976,42
stress_highT_2,594,475.2,45,1.0,80,CC-CV,1.699456,1.694095,0.847936,0.073021,0.072229,42
stress_highT_2,595,476.0,45,1.0,80,CC-CV,1.699199,1.694874,0.847808,0.073038,0.075095,42
stress_highT_2,596,476.8,45,1.0,80,CC-CV,1.698943,1.701318,0.84768,0.073056,0.073792,42
stress_highT_2,597,477.6,45,1.0,80,CC-CV,1.698687,1.698611,0.847553,0.073074,0.073531,42
stress_highT_2,598,478.4,45,1.0,80,CC-CV,1.698431,1.707146,0.847425,0.073091,0.073886,42
stress_highT_2,599,479.2,45,1.0,80,CC-CV,1.698176,1.692963,0.847297,0.073109,0.073114,42
stress_highT_2,600,480.0,45,1.0,80,CC-CV,1.69792,1.695937,0.84717,0.073126,0.073259,42
stress_highT_2,601,480.8,45,1.0,80,CC-CV,1.697665,1.685304,0.847043,0.073144,0.074484,42
stress_highT_2,602,481.6,45,1.0,80,CC-CV,1.69741,1.702325,0.846915,0.073162,0.071812,42
stress_highT_2,603,482.4,45,1.0,80,CC-CV,1.697156,1.682718,0.846788,0.073179,0.071535,42
stress_highT_2,604,483.2,45,1.0,80,CC-CV,1.696901,1.706522,0.846661,0.073197,0.072327,42
stress_highT_2,605,484.0,45,1.0,80,CC-CV,1.696647,1.691817,0.846535,0.073214,0.072349,42
stress_highT_2,606,484.8,45,1.0,80,CC-CV,1.696393,1.70567,0.846408,0.073232,0.072112,42
stress_highT_2,607,485.6,45,1.0,80,CC-CV,1.696139,1.70597,0.846281,0.073249,0.073167,42
stress_highT_2,608,486.4,45,1.0,80,CC-CV,1.695885,1.691292,0.846154,0.073267,0.072607,42
stress_highT_2,609,487.2,45,1.0,80,CC-CV,1.695632,1.714235,0.846028,0.073284,0.075231,42
stress_highT_2,610,488.0,45,1.0,80,CC-CV,1.695378,1.686787,0.845902,0.073302,0.071941,42
stress_highT_2,611,488.8,45,1.0,80,CC-CV,1.695125,1.675202,0.845775,0.073319,0.076279,42
stress_highT_2,612,489.6,45,1.0,80,CC-CV,1.694873,1.701035,0.845649,0.073336,0.072238,42
stress_highT_2,613,490.4,45,1.0,80,CC-CV,1.69462,1.705639,0.845523,0.073354,0.074551,42
stress_highT_2,614,491.2,45,1.0,80,CC-CV,1.694367,1.707375,0.845397,0.073371,0.072302,42
stress_highT_2,615,492.0,45,1.0,80,CC-CV,1.694115,1.712395,0.845271,0.073389,0.073958,42
stress_highT_2,616,492.8,45,1.0,80,CC-CV,1.693863,1.682415,0.845146,0.073406,0.071779,42
stress_highT_2,617,493.6,45,1.0,80,CC-CV,1.693611,1.693288,0.84502,0.073423,0.075445,42
stress_highT_2,618,494.4,45,1.0,80,CC-CV,1.69336,1.709236,0.844894,0.073441,0.073358,42
stress_highT_2,619,495.2,45,1.0,80,CC-CV,1.693108,1.696771,0.844769,0.073458,0.074018,42
stress_highT_2,620,496.0,45,1.0,80,CC-CV,1.692857,1.712163,0.844644,0.073475,0.0728,42
stress_highT_2,621,496.8,45,1.0,80,CC-CV,1.692606,1.686223,0.844518,0.073492,0.072909,42
stress_highT_2,622,497.6,45,1.0,80,CC-CV,1.692355,1.695844,0.844393,0.07351,0.074461,42
stress_highT_2,623,498.4,45,1.0,80,CC-CV,1.692105,1.702065,0.844268,0.073527,0.072759,42
stress_highT_2,624,499.2,45,1.0,80,CC-CV,1.691854,1.703601,0.844143,0.073544,0.072632,42
stress_highT_2,625,500.0,45,1.0,80,CC-CV,1.691604,1.698315,0.844019,0.073561,0.072961,42
stress_highT_2,626,500.8,45,1.0,80,CC-CV,1.691354,1.685401,0.843894,0.073579,0.073301,42
stress_highT_2,627,501.6,45,1.0,80,CC-CV,1.691104,1.698948,0.843769,0.073596,0.071617,42
stress_highT_2,628,502.4,45,1.0,80,CC-CV,1.690855,1.682524,0.843645,0.073613,0.073349,42
stress_highT_2,629,503.2,45,1.0,80,CC-CV,1.690605,1.697105,0.84352,0.07363,0.074209,42
stress_highT_2,630,504.0,45,1.0,80,CC-CV,1.690356,1.691601,0.843396,0.073647,0.073797,42
stress_highT_2,631,504.8,45,1.0,80,CC-CV,1.690107,1.696263,0.843272,0.073665,0.073778,42
stress_highT_2,632,505.6,45,1.0,80,CC-CV,1.689858,1.71532,0.843147,0.073682,0.072808,42
stress_highT_2,633,506.4,45,1.0,80,CC-CV,1.68961,1.699605,0.843023,0.073699,0.072954,42
stress_highT_2,634,507.2,45,1.0,80,CC-CV,1.689361,1.688485,0.842899,0.073716,0.073319,42
stress_highT_2,635,508.0,45,1.0,80,CC-CV,1.689113,1.70952,0.842776,0.073733,0.071365,42
stress_highT_2,636,508.8,45,1.0,80,CC-CV,1.688865,1.672868,0.842652,0.07375,0.073994,42
stress_highT_2,637,509.6,45,1.0,80,CC-CV,1.688617,1.687817,0.842528,0.073767,0.07412,42
stress_highT_2,638,510.4,45,1.0,80,CC-CV,1.68837,1.668124,0.842405,0.073784,0.073661,42
stress_highT_2,639,511.2,45,1.0,80,CC-CV,1.688122,1.686557,0.842281,0.073801,0.073137,42
